Id,SalePrice
1461,130716.6875
1462,172563.140625
1463,174640.546875
1464,176753.46875
1465,186377.015625
1466,173005.03125
1467,176637.6875
1468,156523.328125
1469,177888.15625
1470,118936.1484375
1471,189044.015625
1472,100371.28125
1473,86876.4609375
1474,164432.640625
1475,127489.0625
1476,362658.96875
1477,257632.40625
1478,324353.3125
1479,273800.21875
1480,495840.375
1481,352936.625
1482,211130.671875
1483,167216.09375
1484,166029.078125
1485,180474.421875
1486,195951.1875
1487,338563.40625
1488,235473.765625
1489,199409.640625
1490,239730.96875
1491,183315.421875
1492,104074.328125
1493,209861.765625
1494,302398.84375
1495,286958.8125
1496,255058.921875
1497,171024.484375
1498,167902.5
1499,156181.421875
1500,147305.15625
1501,164456.953125
1502,150026.765625
1503,306470.53125
1504,227024.140625
1505,219525.015625
1506,206487.65625
1507,233413.71875
1508,206840.171875
1509,162119.171875
1510,142862.703125
1511,150066.703125
1512,177731.046875
1513,156782.125
1514,164429.46875
1515,188241.625
1516,153657.453125
1517,156744.546875
1518,142585.46875
1519,234374.09375
1520,135146.90625
1521,137975.9375
1522,168758.28125
1523,119005.6171875
1524,115683.78125
1525,126889.7578125
1526,117605.5859375
1527,114094.5859375
1528,143100.109375
1529,157162.859375
1530,197913.796875
1531,118611.8984375
1532,103526.203125
1533,146872.5
1534,124734.953125
1535,152109.515625
1536,105270.640625
1537,76157.0546875
1538,178777.921875
1539,226245.625
1540,76310.0078125
1541,147563.828125
1542,128882.2578125
1543,228021.40625
1544,87538.4921875
1545,114140.703125
1546,129229.4375
1547,152780.046875
1548,149377.328125
1549,124462.09375
1550,146542.609375
1551,110042.84375
1552,125450.0234375
1553,166657.84375
1554,103532.4609375
1555,157311.9375
1556,97316.4140625
1557,128357.015625
1558,109702.5546875
1559,62840.17578125
1560,133075.15625
1561,124773.90625
1562,123669.7578125
1563,122365.78125
1564,163396.84375
1565,144931.21875
1566,254254.53125
1567,67248.3125
1568,205121.15625
1569,132599.796875
1570,133435.234375
1571,127500.4140625
1572,149104.65625
1573,280356.15625
1574,120495.875
1575,222878.671875
1576,220609.984375
1577,190400.390625
1578,164783.140625
1579,135765.90625
1580,189020.734375
1581,162612.671875
1582,120254.4921875
1583,301454.53125
1584,230332.03125
1585,143501.5625
1586,78026.46875
1587,102471.890625
1588,153489.875
1589,105486.359375
1590,137481.546875
1591,101671.5234375
1592,148150.9375
1593,137083.78125
1594,145555.78125
1595,112205.953125
1596,260471.140625
1597,185163.4375
1598,192866.3125
1599,199378.953125
1600,178880.96875
1601,79760.4609375
1602,126567.5546875
1603,90349.8984375
1604,284238.46875
1605,212366.625
1606,172641.03125
1607,212307.015625
1608,216383.5
1609,188670.515625
1610,135936.765625
1611,134612.0625
1612,178724.25
1613,150054.109375
1614,119913.7734375
1615,83297.546875
1616,55410.69140625
1617,78929.3046875
1618,129323.1484375
1619,142587.796875
1620,156582.984375
1621,134113.296875
1622,145061.546875
1623,291752.5
1624,202848.5
1625,127902.7890625
1626,161899.71875
1627,171777.0
1628,284046.15625
1629,185810.1875
1630,426155.6875
1631,226652.90625
1632,255665.921875
1633,169078.421875
1634,178394.109375
1635,183162.765625
1636,137574.5
1637,178833.734375
1638,196983.25
1639,187419.890625
1640,255670.015625
1641,176878.015625
1642,211400.046875
1643,206374.125
1644,232269.53125
1645,183849.8125
1646,153445.90625
1647,162248.640625
1648,122164.9765625
1649,137746.34375
1650,118877.390625
1651,113795.8125
1652,98178.0390625
1653,100889.609375
1654,158747.875
1655,152991.5625
1656,149769.03125
1657,147911.109375
1658,147198.671875
1659,130606.4375
1660,158840.1875
1661,529017.8125
1662,433219.53125
